"Id.zone";"Id.sp";"Nom.sp";"Diam0";"Diam1";"Id.campagne0";"Id.campagne1";"Surface.zone"
"142";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"233";"50";"Undetermined";15,5971844230057;15,5971844230057;1982;1983;1
"234";"50";"Undetermined";72,5746540499043;72,5746540499043;1982;1983;1
"111";"50";"Undetermined";12,095775674984;12,095775674984;1982;1983;1
"124";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"153";"50";"Undetermined";14,3239448782706;14,4830998213625;1982;1983;1
"221";"50";"Undetermined";15,278874536822;15,5971844230057;1982;1983;1
"154";"50";"Undetermined";25,1464810085195;25,1464810085195;1982;1983;1
"113";"50";"Undetermined";33,9000028785737;33,9000028785737;1982;1983;1
"111";"50";"Undetermined";24,8281711223357;24,9873260654276;1982;1983;1
"224";"50";"Undetermined";66,0493013831366;66,0493013831366;1982;1983;1
"222";"50";"Undetermined";144,830998213625;144,830998213625;1982;1983;1
"141";"50";"Undetermined";33,1042281631142;33,1042281631142;1982;1983;1
"141";"50";"Undetermined";11,7774657888003;11,9366207318922;1982;1983;1
"114";"50";"Undetermined";10,0267614147894;0;1982;1983;1
"231";"50";"Undetermined";14,3239448782706;14,3239448782706;1982;1983;1
"142";"50";"Undetermined";13,2098602766273;13,3690152197192;1982;1983;1
"144";"50";"Undetermined";12,4140855611678;12,4140855611678;1982;1983;1
"113";"50";"Undetermined";20,0535228295788;0;1982;1983;1
"114";"50";"Undetermined";21,9633821466816;22,1225370897735;1982;1983;1
"134";"50";"Undetermined";34,3774677078494;34,3774677078494;1982;1983;1
"223";"50";"Undetermined";13,687325105903;13,687325105903;1982;1983;1
"222";"50";"Undetermined";13,687325105903;14,1647899351787;1982;1983;1
"144";"50";"Undetermined";10,9816910733408;11,1408460164327;1982;1983;1
"142";"50";"Undetermined";10,8225361302489;10,8225361302489;1982;1983;1
"231";"50";"Undetermined";10,5042262440651;11,1408460164327;1982;1983;1
"211";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"144";"50";"Undetermined";17,5070437401085;17,1887338539247;1982;1983;1
"111";"50";"Undetermined";11,7774657888003;11,9366207318922;1982;1983;1
"142";"50";"Undetermined";16,711269024649;16,711269024649;1982;1983;1
"231";"50";"Undetermined";38,6746511713306;38,8338061144225;1982;1983;1
"233";"50";"Undetermined";10,1859163578813;10,1859163578813;1982;1983;1
"133";"50";"Undetermined";17,1887338539247;18,302818455568;1982;1983;1
"133";"50";"Undetermined";18,7802832848437;18,7802832848437;1982;1983;1
"123";"50";"Undetermined";14,3239448782706;14,4830998213625;1982;1983;1
"141";"50";"Undetermined";10,5042262440651;10,663381187157;1982;1983;1
"111";"50";"Undetermined";28,0112699841736;28,1704249272655;1982;1983;1
"241";"50";"Undetermined";29,6028194150925;31,1943688460115;1982;1983;1
"142";"50";"Undetermined";24,8281711223357;24,9873260654276;1982;1983;1
"233";"50";"Undetermined";15,9154943091895;0;1982;1983;1
"144";"50";"Undetermined";11,1408460164327;11,3000009595246;1982;1983;1
"152";"50";"Undetermined";17,1887338539247;17,5070437401085;1982;1983;1
"111";"50";"Undetermined";23,5549315776005;23,5549315776005;1982;1983;1
"144";"50";"Undetermined";17,1887338539247;17,1887338539247;1982;1983;1
"232";"50";"Undetermined";19,0985931710274;19,5760580003031;1982;1983;1
"111";"50";"Undetermined";12,095775674984;0;1982;1983;1
"121";"50";"Undetermined";15,278874536822;16,3929591384652;1982;1983;1
"111";"50";"Undetermined";12,095775674984;12,095775674984;1982;1983;1
"124";"50";"Undetermined";10,1859163578813;10,3450713009732;1982;1983;1
"243";"50";"Undetermined";0;10,3450713009732;1982;1983;1
"164";"50";"Undetermined";13,3690152197192;13,3690152197192;1982;1983;1
"152";"50";"Undetermined";16,2338041953733;16,2338041953733;1982;1983;1
"122";"50";"Undetermined";13,0507053335354;13,3690152197192;1982;1983;1
"223";"50";"Undetermined";12,7323954473516;13,0507053335354;1982;1983;1
"214";"50";"Undetermined";22,9183118052329;23,3957766345086;1982;1983;1
"214";"50";"Undetermined";23,7140865206924;23,8732414637843;1982;1983;1
"143";"50";"Undetermined";17,6661986832004;17,6661986832004;1982;1983;1
"111";"50";"Undetermined";19,5760580003031;19,5760580003031;1982;1983;1
"211";"50";"Undetermined";12,4140855611678;12,7323954473516;1982;1983;1
"141";"50";"Undetermined";11,4591559026165;0;1982;1983;1
"231";"50";"Undetermined";66,845076098596;67,3225409278717;1982;1983;1
"144";"50";"Undetermined";12,4140855611678;12,7323954473516;1982;1983;1
"114";"50";"Undetermined";28,6478897565412;0;1982;1983;1
"224";"50";"Undetermined";12,095775674984;12,095775674984;1982;1983;1
"124";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"153";"50";"Undetermined";13,0507053335354;0;1982;1983;1
"162";"50";"Undetermined";19,0985931710274;19,0985931710274;1982;1983;1
"232";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"144";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"113";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"134";"50";"Undetermined";12,7323954473516;12,7323954473516;1982;1983;1
"114";"50";"Undetermined";21,6450722604978;21,6450722604978;1982;1983;1
"143";"50";"Undetermined";22,6000019190491;22,759156862141;1982;1983;1
"164";"50";"Undetermined";12,2549306180759;12,2549306180759;1982;1983;1
"134";"50";"Undetermined";21,1676074312221;21,1676074312221;1982;1983;1
"212";"50";"Undetermined";20,0535228295788;20,0535228295788;1982;1983;1
"111";"50";"Undetermined";16,711269024649;16,711269024649;1982;1983;1
"143";"50";"Undetermined";16,8704239677409;16,8704239677409;1982;1983;1
"134";"50";"Undetermined";10,1859163578813;10,1859163578813;1982;1983;1
"134";"50";"Undetermined";13,687325105903;0;1982;1983;1
"113";"50";"Undetermined";23,8732414637843;25,4647908947033;1982;1983;1
"243";"50";"Undetermined";10,5042262440651;10,663381187157;1982;1983;1
"111";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"231";"50";"Undetermined";13,0507053335354;13,0507053335354;1982;1983;1
"122";"50";"Undetermined";16,711269024649;16,8704239677409;1982;1983;1
"113";"50";"Undetermined";13,3690152197192;13,5281701628111;1982;1983;1
"211";"50";"Undetermined";23,8732414637843;23,8732414637843;1982;1983;1
"141";"50";"Undetermined";12,4140855611678;12,4140855611678;1982;1983;1
"121";"50";"Undetermined";14,3239448782706;14,3239448782706;1982;1983;1
"214";"50";"Undetermined";24,8281711223357;24,8281711223357;1982;1983;1
"141";"50";"Undetermined";49,3380323584876;49,6563422446713;1982;1983;1
"114";"50";"Undetermined";14,0056349920868;14,0056349920868;1982;1983;1
"121";"50";"Undetermined";14,4830998213625;14,8014097075463;1982;1983;1
"144";"50";"Undetermined";17,5070437401085;18,1436635124761;1982;1983;1
"144";"50";"Undetermined";18,1436635124761;18,1436635124761;1982;1983;1
"134";"50";"Undetermined";11,1408460164327;11,3000009595246;1982;1983;1
"233";"50";"Undetermined";13,3690152197192;13,5281701628111;1982;1983;1
"144";"50";"Undetermined";28,6478897565412;28,6478897565412;1982;1983;1
"112";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"223";"50";"Undetermined";40,2662006022495;40,2662006022495;1982;1983;1
"132";"50";"Undetermined";17,1887338539247;17,1887338539247;1982;1983;1
"111";"50";"Undetermined";26,1014106670708;26,1014106670708;1982;1983;1
"223";"50";"Undetermined";43,6084544071793;43,6084544071793;1982;1983;1
"111";"50";"Undetermined";10,8225361302489;10,8225361302489;1982;1983;1
"143";"50";"Undetermined";10,8225361302489;11,1408460164327;1982;1983;1
"212";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"231";"50";"Undetermined";21,9633821466816;21,9633821466816;1982;1983;1
"121";"50";"Undetermined";63,5028222936662;63,6619772367581;1982;1983;1
"112";"50";"Undetermined";32,1492985045629;32,3084534476548;1982;1983;1
"231";"50";"Undetermined";39,6295808298819;39,6295808298819;1982;1983;1
"163";"50";"Undetermined";24,35070629306;24,35070629306;1982;1983;1
"224";"50";"Undetermined";11,4591559026165;11,7774657888003;1982;1983;1
"232";"50";"Undetermined";12,5732405042597;12,7323954473516;1982;1983;1
"233";"50";"Undetermined";20,6901426019464;21,0084524881302;1982;1983;1
"162";"50";"Undetermined";24,5098612361519;25,3056359516114;1982;1983;1
"114";"50";"Undetermined";17,8253536262923;17,8253536262923;1982;1983;1
"223";"50";"Undetermined";13,2098602766273;13,3690152197192;1982;1983;1
"234";"50";"Undetermined";13,3690152197192;13,5281701628111;1982;1983;1
"153";"50";"Undetermined";11,1408460164327;11,3000009595246;1982;1983;1
"233";"50";"Undetermined";11,7774657888003;12,095775674984;1982;1983;1
"113";"50";"Undetermined";12,7323954473516;12,7323954473516;1982;1983;1
"143";"50";"Undetermined";12,8915503904435;13,0507053335354;1982;1983;1
"211";"50";"Undetermined";15,278874536822;15,5971844230057;1982;1983;1
"123";"50";"Undetermined";46,9507082121091;47,109863155201;1982;1983;1
"212";"50";"Undetermined";27,6929600979898;27,6929600979898;1982;1983;1
"224";"50";"Undetermined";24,5098612361519;24,5098612361519;1982;1983;1
"111";"50";"Undetermined";20,6901426019464;20,6901426019464;1982;1983;1
"144";"50";"Undetermined";36,6056369111359;36,6056369111359;1982;1983;1
"142";"50";"Undetermined";56,9774696268985;56,9774696268985;1982;1983;1
"141";"50";"Undetermined";17,1887338539247;17,5070437401085;1982;1983;1
"152";"50";"Undetermined";52,6802861634174;52,6802861634174;1982;1983;1
"131";"50";"Undetermined";16,8704239677409;17,0295789108328;1982;1983;1
"112";"50";"Undetermined";15,278874536822;14,9605646506382;1982;1983;1
"233";"50";"Undetermined";10,8225361302489;11,1408460164327;1982;1983;1
"113";"50";"Undetermined";12,4140855611678;0;1982;1983;1
"231";"50";"Undetermined";89,763387903829;89,763387903829;1982;1983;1
"221";"50";"Undetermined";13,3690152197192;14,9605646506382;1982;1983;1
"143";"50";"Undetermined";11,7774657888003;11,7774657888003;1982;1983;1
"232";"50";"Undetermined";10,1859163578813;10,1859163578813;1982;1983;1
"144";"50";"Undetermined";17,1887338539247;17,3478887970166;1982;1983;1
"153";"50";"Undetermined";48,0647928137524;48,3831026999362;1982;1983;1
"121";"50";"Undetermined";10,1859163578813;10,3450713009732;1982;1983;1
"222";"50";"Undetermined";17,3478887970166;17,6661986832004;1982;1983;1
"112";"50";"Undetermined";10,1859163578813;10,3450713009732;1982;1983;1
"164";"50";"Undetermined";13,3690152197192;13,3690152197192;1982;1983;1
"212";"50";"Undetermined";67,4816958709636;68,436625529515;1982;1983;1
"231";"50";"Undetermined";18,4619733986599;18,4619733986599;1982;1983;1
"233";"50";"Undetermined";10,8225361302489;10,8225361302489;1982;1983;1
"143";"50";"Undetermined";43,2901445209955;44,085919236455;1982;1983;1
"231";"50";"Undetermined";13,3690152197192;14,0056349920868;1982;1983;1
"123";"50";"Undetermined";24,5098612361519;24,6690161792438;1982;1983;1
"142";"50";"Undetermined";27,6929600979898;27,6929600979898;1982;1983;1
"143";"50";"Undetermined";29,9211293012763;0;1982;1983;1
"124";"50";"Undetermined";26,1014106670708;26,2605656101627;1982;1983;1
"232";"50";"Undetermined";23,3957766345086;23,3957766345086;1982;1983;1
"223";"50";"Undetermined";10,0267614147894;10,0267614147894;1982;1983;1
"153";"50";"Undetermined";11,6183108457084;11,9366207318922;1982;1983;1
"121";"50";"Undetermined";13,0507053335354;0;1982;1983;1
"142";"50";"Undetermined";15,9154943091895;15,9154943091895;1982;1983;1
"143";"50";"Undetermined";10,9816910733408;10,663381187157;1982;1983;1
"123";"50";"Undetermined";66,5267662124123;66,845076098596;1982;1983;1
"161";"50";"Undetermined";11,7774657888003;11,7774657888003;1982;1983;1
"111";"50";"Undetermined";31,0352139029196;31,0352139029196;1982;1983;1
"232";"50";"Undetermined";13,3690152197192;13,687325105903;1982;1983;1
"124";"50";"Undetermined";11,9366207318922;11,9366207318922;1982;1983;1
"124";"50";"Undetermined";58,8873289440013;58,5690190578175;1982;1983;1
"143";"50";"Undetermined";49,0197224723038;49,8154971877632;1982;1983;1
"142";"50";"Undetermined";10,1859163578813;10,1859163578813;1982;1983;1
"112";"50";"Undetermined";31,8309886183791;31,8309886183791;1982;1983;1
"162";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"214";"50";"Undetermined";12,5732405042597;12,5732405042597;1982;1983;1
"153";"50";"Undetermined";21,1676074312221;21,6450722604978;1982;1983;1
"242";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"154";"50";"Undetermined";19,5760580003031;19,8943678864869;1982;1983;1
"143";"50";"Undetermined";12,095775674984;11,7774657888003;1982;1983;1
"224";"50";"Undetermined";15,278874536822;15,5971844230057;1982;1983;1
"161";"50";"Undetermined";15,9154943091895;15,9154943091895;1982;1983;1
"134";"50";"Undetermined";19,735212943395;0;1982;1983;1
"111";"50";"Undetermined";15,278874536822;15,278874536822;1982;1983;1
"211";"50";"Undetermined";14,9605646506382;15,1197195937301;1982;1983;1
"134";"50";"Undetermined";43,2901445209955;43,2901445209955;1982;1983;1
"143";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"153";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"142";"50";"Undetermined";16,2338041953733;16,2338041953733;1982;1983;1
"152";"50";"Undetermined";14,0056349920868;14,1647899351787;1982;1983;1
"134";"50";"Undetermined";20,6901426019464;20,6901426019464;1982;1983;1
"224";"50";"Undetermined";38,1971863420549;38,6746511713306;1982;1983;1
"112";"50";"Undetermined";11,9366207318922;11,9366207318922;1982;1983;1
"142";"50";"Undetermined";11,6183108457084;11,6183108457084;1982;1983;1
"114";"50";"Undetermined";62,7070475782068;0;1982;1983;1
"144";"50";"Undetermined";10,663381187157;10,663381187157;1982;1983;1
"223";"50";"Undetermined";23,2366216914167;23,2366216914167;1982;1983;1
"142";"50";"Undetermined";17,5070437401085;17,5070437401085;1982;1983;1
"234";"50";"Undetermined";20,0535228295788;20,3718327157626;1982;1983;1
"144";"50";"Undetermined";14,9605646506382;14,9605646506382;1982;1983;1
"141";"50";"Undetermined";15,5971844230057;15,7563393660976;1982;1983;1
"242";"50";"Undetermined";13,687325105903;13,687325105903;1982;1983;1
"113";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"114";"50";"Undetermined";37,5605665696873;37,5605665696873;1982;1983;1
"242";"50";"Undetermined";10,8225361302489;0;1982;1983;1
"121";"50";"Undetermined";11,7774657888003;0;1982;1983;1
"164";"50";"Undetermined";33,422538049298;34,0591578216656;1982;1983;1
"231";"50";"Undetermined";15,278874536822;15,4380294799138;1982;1983;1
"161";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"121";"50";"Undetermined";20,6901426019464;21,1676074312221;1982;1983;1
"113";"50";"Undetermined";14,4830998213625;14,6422547644544;1982;1983;1
"144";"50";"Undetermined";10,8225361302489;10,9816910733408;1982;1983;1
"121";"50";"Undetermined";13,8464800489949;13,8464800489949;1982;1983;1
"152";"50";"Undetermined";10,5042262440651;0;1982;1983;1
"123";"50";"Undetermined";13,5281701628111;14,0056349920868;1982;1983;1
"211";"50";"Undetermined";15,278874536822;15,278874536822;1982;1983;1
"164";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"221";"50";"Undetermined";11,6183108457084;12,095775674984;1982;1983;1
"143";"50";"Undetermined";23,0774667483248;23,2366216914167;1982;1983;1
"221";"50";"Undetermined";11,6183108457084;11,6183108457084;1982;1983;1
"124";"50";"Undetermined";47,4281730413848;0;1982;1983;1
"214";"50";"Undetermined";41,6985950900766;0;1982;1983;1
"161";"50";"Undetermined";17,5070437401085;17,5070437401085;1982;1983;1
"112";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"214";"50";"Undetermined";14,6422547644544;14,6422547644544;1982;1983;1
"162";"50";"Undetermined";16,2338041953733;16,2338041953733;1982;1983;1
"134";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"143";"50";"Undetermined";10,1859163578813;10,5042262440651;1982;1983;1
"151";"50";"Undetermined";38,1971863420549;0;1982;1983;1
"133";"50";"Undetermined";14,0056349920868;14,0056349920868;1982;1983;1
"143";"50";"Undetermined";16,8704239677409;16,8704239677409;1982;1983;1
"161";"50";"Undetermined";17,8253536262923;0;1982;1983;1
"143";"50";"Undetermined";13,2098602766273;13,2098602766273;1982;1983;1
"162";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"124";"50";"Undetermined";17,8253536262923;17,8253536262923;1982;1983;1
"143";"50";"Undetermined";58,8873289440013;58,8873289440013;1982;1983;1
"224";"50";"Undetermined";12,7323954473516;13,0507053335354;1982;1983;1
"233";"50";"Undetermined";26,4197205532546;26,5788754963465;1982;1983;1
"111";"50";"Undetermined";16,711269024649;16,711269024649;1982;1983;1
"114";"50";"Undetermined";10,1859163578813;10,1859163578813;1982;1983;1
"231";"50";"Undetermined";17,5070437401085;0;1982;1983;1
"224";"50";"Undetermined";10,1859163578813;10,5042262440651;1982;1983;1
"143";"50";"Undetermined";51,5662015617741;51,5662015617741;1982;1983;1
"241";"50";"Undetermined";12,2549306180759;12,5732405042597;1982;1983;1
"221";"50";"Undetermined";10,8225361302489;10,8225361302489;1982;1983;1
"241";"50";"Undetermined";15,1197195937301;15,5971844230057;1982;1983;1
"121";"50";"Undetermined";51,5662015617741;51,5662015617741;1982;1983;1
"153";"50";"Undetermined";20,6901426019464;20,8492975450383;1982;1983;1
"142";"50";"Undetermined";11,6183108457084;11,6183108457084;1982;1983;1
"161";"50";"Undetermined";38,1971863420549;38,1971863420549;1982;1983;1
"123";"50";"Undetermined";46,6323983259253;47,5873279844767;1982;1983;1
"221";"50";"Undetermined";49,8154971877632;49,9746521308551;1982;1983;1
"232";"50";"Undetermined";24,1915513499681;24,1915513499681;1982;1983;1
"113";"50";"Undetermined";12,7323954473516;13,0507053335354;1982;1983;1
"111";"50";"Undetermined";14,6422547644544;14,6422547644544;1982;1983;1
"232";"50";"Undetermined";0;10,0267614147894;1982;1983;1
"112";"50";"Undetermined";30,8760589598277;30,8760589598277;1982;1983;1
"211";"50";"Undetermined";12,4140855611678;12,7323954473516;1982;1983;1
"144";"50";"Undetermined";16,3929591384652;16,3929591384652;1982;1983;1
"111";"50";"Undetermined";50,9295817894065;50,9295817894065;1982;1983;1
"144";"50";"Undetermined";13,2098602766273;13,3690152197192;1982;1983;1
"111";"50";"Undetermined";11,6183108457084;11,6183108457084;1982;1983;1
"221";"50";"Undetermined";60,797188261104;60,797188261104;1982;1983;1
"143";"50";"Undetermined";21,4859173174059;21,4859173174059;1982;1983;1
"214";"50";"Undetermined";37,2422566835035;37,2422566835035;1982;1983;1
"133";"50";"Undetermined";10,9816910733408;10,9816910733408;1982;1983;1
"124";"50";"Undetermined";10,0267614147894;10,0267614147894;1982;1983;1
"114";"50";"Undetermined";13,687325105903;13,687325105903;1982;1983;1
"232";"50";"Undetermined";65,5718365538609;66,0493013831366;1982;1983;1
"211";"50";"Undetermined";12,095775674984;12,095775674984;1982;1983;1
"132";"50";"Undetermined";26,4197205532546;26,4197205532546;1982;1983;1
"222";"50";"Undetermined";16,711269024649;16,711269024649;1982;1983;1
"224";"50";"Undetermined";56,9774696268985;56,9774696268985;1982;1983;1
"164";"50";"Undetermined";28,966199642725;28,966199642725;1982;1983;1
"121";"50";"Undetermined";10,0267614147894;10,0267614147894;1982;1983;1
"143";"50";"Undetermined";24,5098612361519;24,5098612361519;1982;1983;1
"142";"50";"Undetermined";14,6422547644544;14,6422547644544;1982;1983;1
"153";"50";"Undetermined";10,1859163578813;10,1859163578813;1982;1983;1
"113";"50";"Undetermined";10,5042262440651;10,5042262440651;1982;1983;1
"213";"50";"Undetermined";23,3957766345086;23,3957766345086;1982;1983;1
"142";"50";"Undetermined";12,7323954473516;12,4140855611678;1982;1983;1
"142";"50";"Undetermined";16,8704239677409;16,8704239677409;1982;1983;1
"232";"50";"Undetermined";12,4140855611678;12,4140855611678;1982;1983;1
"114";"50";"Undetermined";12,095775674984;12,095775674984;1982;1983;1
"211";"50";"Undetermined";14,9605646506382;14,9605646506382;1982;1983;1
"113";"50";"Undetermined";24,5098612361519;0;1982;1983;1
"162";"50";"Undetermined";51,8845114479579;0;1982;1983;1
"223";"50";"Undetermined";11,7774657888003;0;1982;1983;1
"114";"50";"Undetermined";24,0323964068762;24,1915513499681;1982;1983;1
"233";"50";"Undetermined";10,1859163578813;0;1982;1983;1
"241";"50";"Undetermined";14,6422547644544;14,6422547644544;1982;1983;1
"122";"50";"Undetermined";10,1859163578813;0;1982;1983;1
"142";"50";"Undetermined";15,1197195937301;15,5971844230057;1982;1983;1
"144";"50";"Undetermined";14,8014097075463;14,8014097075463;1982;1983;1
"233";"50";"Undetermined";24,1915513499681;0;1982;1983;1
"231";"50";"Undetermined";31,5126787321953;31,5126787321953;1982;1983;1
"231";"50";"Undetermined";48,70141258612;48,70141258612;1982;1983;1
"141";"50";"Undetermined";22,9183118052329;23,3957766345086;1982;1983;1
"233";"50";"Undetermined";10,5042262440651;0;1982;1983;1
"153";"50";"Undetermined";17,0295789108328;17,0295789108328;1982;1983;1
"233";"50";"Undetermined";11,4591559026165;11,4591559026165;1982;1983;1
"133";"50";"Undetermined";11,7774657888003;11,7774657888003;1982;1983;1
"143";"50";"Undetermined";15,9154943091895;15,9154943091895;1982;1983;1
"153";"50";"Undetermined";56,340849854531;56,340849854531;1982;1983;1
"111";"50";"Undetermined";19,735212943395;21,1676074312221;1982;1983;1
"122";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"152";"50";"Undetermined";14,6422547644544;14,6422547644544;1982;1983;1
"111";"50";"Undetermined";14,3239448782706;14,3239448782706;1982;1983;1
"222";"50";"Undetermined";20,6901426019464;20,6901426019464;1982;1983;1
"162";"50";"Undetermined";10,8225361302489;10,8225361302489;1982;1983;1
"224";"50";"Undetermined";11,1408460164327;11,1408460164327;1982;1983;1
"214";"50";"Undetermined";13,3690152197192;14,4830998213625;1982;1983;1
"143";"50";"Undetermined";15,9154943091895;15,5971844230057;1982;1983;1
"233";"50";"Undetermined";11,7774657888003;0;1982;1983;1
"121";"50";"Undetermined";51,0887367324984;51,0887367324984;1982;1983;1
"224";"50";"Undetermined";10,663381187157;10,663381187157;1982;1983;1
"162";"50";"Undetermined";27,0563403256222;27,2154952687141;1982;1983;1
"233";"50";"Undetermined";12,095775674984;12,095775674984;1982;1983;1
"121";"50";"Undetermined";17,8253536262923;17,9845085693842;1982;1983;1
"211";"50";"Undetermined";46,6323983259253;48,0647928137524;1982;1983;1
"223";"50";"Undetermined";20,6901426019464;21,0084524881302;1982;1983;1
"124";"50";"Undetermined";73,2112738222719;72,2563441637205;1982;1983;1
"213";"50";"Undetermined";16,2338041953733;16,2338041953733;1982;1983;1
"121";"50";"Undetermined";10,663381187157;10,663381187157;1982;1983;1
"113";"50";"Undetermined";11,7774657888003;11,7774657888003;1982;1983;1
"223";"50";"Undetermined";62,0704278058392;62,0704278058392;1982;1983;1
"241";"50";"Undetermined";12,4140855611678;0;1982;1983;1
"111";"50";"Undetermined";11,7774657888003;11,7774657888003;1982;1983;1
"113";"50";"Undetermined";10,3450713009732;10,1859163578813;1982;1983;1
"144";"50";"Undetermined";23,0774667483248;23,5549315776005;1982;1983;1
"231";"50";"Undetermined";12,7323954473516;12,7323954473516;1982;1983;1
"213";"50";"Undetermined";10,8225361302489;10,8225361302489;1982;1983;1
"163";"50";"Undetermined";10,663381187157;10,663381187157;1982;1983;1
